"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.52873403943178e-09,2.1715920657855,0.281,0.127,1.95862021182953e-05,"2","Plxna4os3"
1.47445167784353e-08,3.47908242619573,0.256,0.114,4.42335503353059e-05,"2","Rptoros"
2.62615179514415e-08,2.74892232466023,0.364,0.255,7.87845538543245e-05,"2","Drg1"
3.11408006886458e-08,10.9060445466683,0.276,0.112,9.34224020659374e-05,"2","Gm47827"
5.35964847568176e-08,8.39138421376186,0.27,0.139,0.000160789454270453,"2","Gm10130"
1.24366336482615e-07,2.01345079320012,0.193,0.25,0.000373099009447846,"2","Gnl3"
2.23110805890019e-07,1.94566109254895,0.237,0.25,0.000669332417670057,"2","Plpp1"
1.36794928778953e-06,1.40781547811299,0.316,0.132,0.00410384786336858,"2","Gm7480"
1.36865098398792e-06,1.26767611642265,0.335,0.288,0.00410595295196376,"2","Impact"
5.11189151616307e-238,4.83303369580219,0.944,0.259,1.53356745484892e-234,"3","mt-Co3"
1.5759220359785e-234,4.35417054627673,0.937,0.258,4.72776610793549e-231,"3","mt-Co2"
2.95142147000627e-233,3.33278358125412,0.933,0.254,8.8542644100188e-230,"3","mt-Atp6"
1.12419528524505e-231,5.98082058637132,0.931,0.281,3.37258585573514e-228,"3","mt-Co1"
3.97341533706816e-231,3.37553641737586,0.939,0.244,1.19202460112045e-227,"3","mt-Cytb"
7.85446513422076e-225,3.02028815152789,0.928,0.26,2.35633954026623e-221,"3","mt-Nd4"
4.41854549029046e-223,3.72754251886675,0.928,0.256,1.32556364708714e-219,"3","mt-Nd1"
8.33586474579533e-218,2.83865792287781,0.915,0.256,2.5007594237386e-214,"3","mt-Nd2"
3.19433633570041e-178,2.1832494339863,0.855,0.269,9.58300900710124e-175,"3","mt-Nd5"
4.00700049996598e-174,1.08949752756611,0.848,0.269,1.20210014998979e-170,"3","mt-Nd3"
2.60166938128802e-105,3.21233719474479,0.692,0.203,7.80500814386407e-102,"3","mt-Nd6"
1.92980634347596e-104,9.61039909958195,0.605,0.175,5.78941903042789e-101,"3","mt-Atp8"
6.5537419385345e-95,6.59514375599875,0.686,0.244,1.96612258156035e-91,"3","mt-Nd4l"
1.64130845430592e-80,14.5242097084121,0.252,0.017,4.92392536291775e-77,"3","Nrxn3"
2.24799257446432e-80,16.2838895681422,0.399,0.06,6.74397772339297e-77,"3","Nxn"
2.48507945917965e-80,2.03166479059534,0.408,0.059,7.45523837753896e-77,"3","Pld5"
6.55755348070967e-77,15.0384780563712,0.429,0.111,1.9672660442129e-73,"3","Ptprd"
2.38745252648472e-76,18.65762217057,0.304,0.023,7.16235757945417e-73,"3","Abca8b"
4.10427491396455e-74,2.45081865306064,0.34,0.072,1.23128247418936e-70,"3","Car14"
2.98313217063378e-69,16.4801133225838,0.315,0.047,8.94939651190133e-66,"3","Anks1b"
3.14088149957441e-67,5.64067211820557,0.735,0.392,9.42264449872323e-64,"3","AY036118"
4.01321358518659e-64,19.9880870813385,0.319,0.099,1.20396407555598e-60,"3","Hdgfl3"
8.54148187534262e-63,1.3175098356512,0.41,0.141,2.56244456260279e-59,"3","Uggt2"
1.41566039112145e-52,3.48297984096031,0.358,0.135,4.24698117336436e-49,"3","Mastl"
2.40524304635866e-52,2.91415541488151,0.349,0.131,7.21572913907599e-49,"3","Gpr68"
4.04489179031289e-52,1.5573846170337,0.367,0.107,1.21346753709387e-48,"3","Il4i1"
2.84017104327779e-51,7.31808319349871,0.432,0.102,8.52051312983338e-48,"3","Kctd16"
1.04935502545871e-50,2.50467204254583,0.388,0.146,3.14806507637614e-47,"3","Adamts16"
3.49849313986886e-50,1.14085152512221,0.451,0.249,1.04954794196066e-46,"3","Polr2a"
2.92116891961524e-49,3.78033863930851,0.308,0.14,8.76350675884573e-46,"3","Tex14"
1.78802147794686e-47,9.11303122603078,0.408,0.152,5.36406443384058e-44,"3","Skp2"
2.71621244630663e-46,1.74750071559114,0.421,0.077,8.14863733891988e-43,"3","Gm26802"
1.46901869309604e-45,3.61660146235103,0.349,0.133,4.40705607928812e-42,"3","Il33"
2.37941819258266e-45,8.5024165126066,0.477,0.25,7.13825457774797e-42,"3","Taf13"
6.93161358789292e-45,2.14519307835639,0.34,0.139,2.07948407636788e-41,"3","Lrrn3"
5.76847346952832e-44,6.13868980350129,0.306,0.095,1.7305420408585e-40,"3","Plk2"
5.83772832660395e-43,4.86553709111892,0.347,0.158,1.75131849798118e-39,"3","Tmtc2"
1.90479753377508e-42,0.663757508795523,0.332,0.124,5.71439260132523e-39,"3","Chst9"
2.6463938451349e-40,12.7126852658038,0.562,0.312,7.9391815354047e-37,"3","Cmss1"
7.05403312132347e-40,3.69754475007349,0.254,0.17,2.11620993639704e-36,"3","Adarb1"
1.25566321382205e-39,2.09769987489015,0.421,0.194,3.76698964146616e-36,"3","Rbfox1"
2.3082701893949e-39,5.99940219923128,0.371,0.172,6.92481056818471e-36,"3","Tmem216"
2.76713473295391e-39,1.39475867543998,0.284,0.164,8.30140419886172e-36,"3","Slc7a5"
3.25629665421682e-38,4.93920987925969,0.414,0.188,9.76888996265046e-35,"3","Nova1"
6.8275800129294e-37,3.80759019287578,0.256,0.118,2.04827400387882e-33,"3","Rora"
2.02394737883094e-36,6.73320653273536,0.343,0.168,6.07184213649283e-33,"3","B3galnt2"
4.31896640303693e-35,14.8403236798541,0.568,0.342,1.29568992091108e-31,"3","Gphn"
3.55987391327756e-34,11.9622829436234,0.525,0.306,1.06796217398327e-30,"3","Lars2"
9.63908554504953e-34,2.81149265375278,0.46,0.259,2.89172566351486e-30,"3","4930469K13Rik"
1.80761739380237e-32,1.58024122728424,0.447,0.178,5.4228521814071e-29,"3","F630206G17Rik"
1.82801186495611e-32,2.73381702251578,0.299,0.147,5.48403559486832e-29,"3","Abca7"
7.64549168037974e-32,0.953004713625369,0.315,0.154,2.29364750411392e-28,"3","Myo1d"
3.7663226853956e-31,2.00987408461904,0.254,0.061,1.12989680561868e-27,"3","Col23a1"
1.03873676765116e-30,8.01100205531455,0.412,0.203,3.11621030295347e-27,"3","Aste1"
1.3232258714397e-30,1.67786470919552,0.323,0.134,3.96967761431909e-27,"3","Morn1"
3.51112171082156e-30,6.47996510879849,0.453,0.295,1.05333651324647e-26,"3","Gm42418"
1.03927984075566e-29,0.958378967491033,0.315,0.16,3.11783952226698e-26,"3","Gm17227"
1.17973723083943e-29,1.39705925607379,0.315,0.174,3.53921169251828e-26,"3","Col25a1"
2.20242558397368e-29,6.68542575434696,0.304,0.164,6.60727675192105e-26,"3","Prdm10"
1.32989586255488e-28,1.90030602427059,0.254,0.139,3.98968758766465e-25,"3","Shq1"
1.4206489970771e-28,1.0848696462004,0.36,0.146,4.26194699123131e-25,"3","Gm17058"
1.70719426872309e-28,1.00849704451141,0.254,0.15,5.12158280616928e-25,"3","Rbfox2"
1.93053184445305e-28,3.32911150563726,0.315,0.158,5.79159553335916e-25,"3","1700087M22Rik"
3.71990396874891e-28,2.23801323828126,0.38,0.192,1.11597119062467e-24,"3","Kif9"
3.97017829858295e-28,2.64485339325324,0.306,0.171,1.19105348957489e-24,"3","Wdcp"
4.67636025588638e-28,2.18393051680591,0.252,0.205,1.40290807676592e-24,"3","Ptcd3"
6.79529580694582e-27,2.20337569735322,0.299,0.122,2.03858874208375e-23,"3","Papln"
9.90516278787557e-27,6.69080641597096,0.343,0.108,2.97154883636267e-23,"3","Gm34921"
1.55603262038398e-26,1.99588664717647,0.319,0.125,4.66809786115195e-23,"3","Gm10248"
3.55379042480769e-26,10.3075764066889,0.351,0.177,1.06613712744231e-22,"3","Polr3h"
